name,category,price,old_price,sellable_online,other_colors,short_description,depth,height,width,discounted,width_d,height_d,depth_d,discount_amount,size
PÅHL,Tables & desks,325.0,325.0,True,Yes,"        Desk,          128x58 cm",58.0,72.61016949152543,128.0,0,1,0,1,0.0,7424.0
BEKANT,Tables & desks,1325.0,1325.0,True,Yes,"        Desk,          140x60 cm",60.0,72.61016949152543,76.49498997995993,0,0,0,1,0.0,60.0
NORRÅKER / NORRARYD,Tables & desks,915.0,1045.0,True,No,"        Table and 2 chairs,          74x74 cm",52.81395348837209,72.61016949152543,74.0,1,1,0,0,130.0,74.0
SMÅGÖRA,Tables & desks,465.0,465.0,True,No,        Changing tbl/bookshelf w 2 shlf ut,40.0,91.0,60.0,0,1,1,1,0.0,218400.0
GAMLEBY,Tables & desks,2475.0,2475.0,True,No,"        Table and 4 chairs,          67 cm",52.81395348837209,74.0,78.0,0,1,1,0,0.0,5772.0
LINNMON / FINNVARD,Tables & desks,495.0,495.0,True,Yes,"        Table,          150x75 cm",52.81395348837209,72.61016949152543,75.0,0,1,0,0,0.0,75.0
KLIMPEN,Tables & desks,2285.0,2285.0,True,No,"        Table,          240x60 cm",52.81395348837209,73.0,60.0,0,1,1,0,0.0,4380.0
EKEDALEN,Tables & desks,796.0,995.0,True,No,"        Bar table,          120x80 cm",52.81395348837209,105.0,80.0,1,1,1,0,199.0,8400.0
GERTON,Tables & desks,715.0,715.0,True,No,"        Table,          155x75 cm",52.81395348837209,72.61016949152543,75.0,0,1,0,0,0.0,75.0
INGATORP / HENRIKSDAL,Tables & desks,2625.0,2625.0,True,No,"        Table and 4 chairs,          110 cm",52.81395348837209,74.0,76.49498997995993,0,0,1,0,0.0,74.0
IDÅSEN,Tables & desks,2845.0,2845.0,True,No,"        Desk sit/stand,          120x70 cm",52.81395348837209,72.61016949152543,70.0,0,1,0,0,0.0,70.0
BEKANT,Tables & desks,825.0,825.0,True,Yes,"        Underframe for corner table top,          160x110 cm",52.81395348837209,72.61016949152543,110.0,0,1,0,0,0.0,110.0
BEKANT,Tables & desks,6028.0,6660.0,True,No,"        Desk combination,          280x120 cm",120.0,72.61016949152543,76.49498997995993,1,0,0,1,632.0,120.0
ÅMLIDEN / KRILLE,Tables & desks,595.0,595.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
BEKANT,Tables & desks,875.0,875.0,True,Yes,"        Table top,          140x140 cm",52.81395348837209,72.61016949152543,140.0,0,1,0,0,0.0,140.0
LINNMON / OLOV,Tables & desks,415.0,415.0,True,Yes,"        Table,          120x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
BEKANT,Tables & desks,2920.0,2920.0,True,Yes,"        Corner desk left sit/stand,          160x110 cm",52.81395348837209,72.61016949152543,110.0,0,1,0,0,0.0,110.0
ALVARET,Tables & desks,95.0,95.0,True,No,"        Leg,          70 cm",52.81395348837209,70.0,76.49498997995993,0,0,1,0,0.0,70.0
EKEDALEN / ODGER,Tables & desks,1975.0,1975.0,True,No,"        Table and 4 chairs,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
EKEDALEN / BERNHARD,Tables & desks,5465.0,5465.0,True,No,"        Table and 6 chairs,          180/240 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
SLÄHULT,Tables & desks,615.0,615.0,True,Yes,"        Table,          185x90 cm",52.81395348837209,73.0,90.0,0,1,1,0,0.0,6570.0
RYDEBÄCK,Tables & desks,300.0,300.0,True,No,"        Table top,          150x78x3.7 cm",52.81395348837209,72.61016949152543,78.0,0,1,0,0,0.0,78.0
LINNMON / ALEX,Tables & desks,430.0,500.0,True,No,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,1,1,1,0,70.0,5550.0
LINNMON / KRILLE,Tables & desks,475.0,475.0,True,No,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,0,1,1,0,0.0,5550.0
INGATORP / INGOLF,Tables & desks,1725.0,1725.0,True,No,"        Table and 4 chairs,          155 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
LEN,Tables & desks,89.0,89.0,True,No,"        Nursing pillow,          60x50x18 cm",52.81395348837209,18.0,50.0,0,1,1,0,0.0,900.0
LERHAMN,Tables & desks,299.0,299.0,True,No,"        Table,          74x74 cm",52.81395348837209,75.0,74.0,0,1,1,0,0.0,5550.0
SKOGSTA,Tables & desks,1995.0,1995.0,True,No,"        Dining table,          235x100 cm",52.81395348837209,73.0,100.0,0,1,1,0,0.0,7300.0
LISABO,Tables & desks,395.0,395.0,True,No,"        Coffee table,          70x70 cm",52.81395348837209,50.0,70.0,0,1,1,0,0.0,3500.0
SKOGSTORP,Tables & desks,1795.0,1795.0,True,No,"        Dining table,          155x75 cm",75.0,78.0,155.0,0,1,1,1,0.0,906750.0
LINNMON / ADILS,Tables & desks,235.0,235.0,True,Yes,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,0,1,1,0,0.0,5550.0
IDÅSEN,Tables & desks,1295.0,1295.0,True,No,"        Desk,          120x70 cm",52.81395348837209,72.61016949152543,70.0,0,1,0,0,0.0,70.0
MARKERAD,Tables & desks,837.0,1395.0,True,No,"        Table,          170x75 cm",52.81395348837209,75.0,75.0,1,1,1,0,558.0,5625.0
EKEDALEN / EKEDALEN,Tables & desks,2375.0,2375.0,True,No,"        Bar table and 4 bar stools,          120 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
KRILLE,Tables & desks,75.0,75.0,True,No,"        Leg with castor,          70 cm",52.81395348837209,70.0,76.49498997995993,0,0,1,0,0.0,70.0
MELLTORP / JANINGE,Tables & desks,1099.0,1099.0,True,No,"        Table and 4 chairs,          125 cm",52.81395348837209,72.0,75.0,0,1,1,0,0.0,5400.0
NORRÅKER,Tables & desks,595.0,595.0,True,Yes,"        Bar table,          74x74 cm",52.81395348837209,102.0,74.0,0,1,1,0,0.0,7548.0
TINGBY,Tables & desks,995.0,995.0,True,No,"        Table,          180x90 cm",52.81395348837209,74.0,90.0,0,1,1,0,0.0,6660.0
BEKANT,Tables & desks,1295.0,1295.0,True,Yes,"        Desk,          120x80 cm",80.0,72.61016949152543,76.49498997995993,0,0,0,1,0.0,80.0
IDÅSEN,Tables & desks,1590.0,1590.0,True,No,"        Desk,          160x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
ÅMLIDEN / OLOV,Tables & desks,495.0,495.0,True,Yes,"        Table,          120x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
LISABO / RÖNNINGE,Tables & desks,2075.0,2075.0,True,No,"        Table and 4 chairs,          140x78 cm",52.81395348837209,72.61016949152543,78.0,0,1,0,0,0.0,78.0
EKEDALEN / ODGER,Tables & desks,1975.0,1975.0,True,No,"        Table and 4 chairs,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
YPPERLIG,Tables & desks,665.0,665.0,True,No,        Children's table with 2 benches,52.81395348837209,56.0,62.0,0,1,1,0,0.0,3472.0
BEKANT,Tables & desks,844.0,844.0,True,Yes,"        Storage unit on legs,          41x61 cm",45.0,61.0,41.0,0,1,1,1,0.0,112545.0
NORRÅKER / RÖNNINGE,Tables & desks,1085.0,1085.0,True,No,"        Table and 2 chairs,          74x74 cm",52.81395348837209,72.61016949152543,74.0,0,1,0,0,0.0,74.0
LINNMON / LERBERG,Tables & desks,265.0,265.0,True,Yes,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,0,1,1,0,0.0,5550.0
BEKANT,Tables & desks,4240.0,4240.0,True,Yes,"        Conference table,          280x140 cm",52.81395348837209,73.0,140.0,0,1,1,0,0.0,10220.0
BEKANT,Tables & desks,1850.0,1850.0,True,Yes,"        Conference table,          140x140 cm",52.81395348837209,73.0,140.0,0,1,1,0,0.0,10220.0
BEKANT,Tables & desks,925.0,925.0,True,Yes,"        Frame for table top,          140x140 cm",52.81395348837209,73.0,140.0,0,1,1,0,0.0,10220.0
EKEDALEN,Tables & desks,995.0,995.0,True,No,"        Bar table,          120x80 cm",52.81395348837209,105.0,80.0,0,1,1,0,0.0,8400.0
INGATORP / INGATORP,Tables & desks,3225.0,3225.0,True,No,"        Table and 4 chairs,          100/155 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
INGATORP / INGOLF,Tables & desks,3015.0,3015.0,True,No,"        Table and 6 chairs,          155/215x87 cm",52.81395348837209,72.61016949152543,87.0,0,1,0,0,0.0,87.0
INGATORP / INGATORP,Tables & desks,2725.0,2725.0,True,No,"        Table and 4 chairs,          155 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
MÖRBYLÅNGA / LEIFARNE,Tables & desks,3075.0,3075.0,True,No,"        Table and 4 chairs,          140x85 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
GERTON / TORSKLINT,Tables & desks,795.0,795.0,True,No,"        Table,          155x75 cm",52.81395348837209,73.0,75.0,0,1,1,0,0.0,5475.0
EKEDALEN / BERNHARD,Tables & desks,5465.0,5465.0,True,No,"        Table and 6 chairs,          180/240 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
BEKANT,Tables & desks,1105.0,1105.0,True,Yes,"        Storage unit on castors,          41x101 cm",45.0,101.0,41.0,0,1,1,1,0.0,186345.0
NORDVIKEN / NORDVIKEN,Tables & desks,3345.0,3345.0,True,No,"        Table and 6 chairs,          210/289x105 cm",52.81395348837209,72.61016949152543,105.0,0,1,0,0,0.0,105.0
BEKANT,Tables & desks,495.0,495.0,True,Yes,"        Table top,          140x70 cm",52.81395348837209,72.61016949152543,70.0,0,1,0,0,0.0,70.0
BEKANT,Tables & desks,2100.0,2100.0,True,Yes,"        Underframe sit/stand f table tp, el,          120x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
LINNMON / GODVIN,Tables & desks,410.0,410.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
INGATORP / INGOLF,Tables & desks,2615.0,2615.0,True,No,"        Table and 6 chairs,          155/215 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
NORDVIKEN,Tables & desks,1995.0,1995.0,True,Yes,"        Extendable table,          210/289x105 cm",52.81395348837209,75.0,105.0,0,1,1,0,0.0,7875.0
EKEDALEN / LEIFARNE,Tables & desks,1575.0,1575.0,True,No,"        Table and 4 chairs,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
TINGBY / NILSOVE,Tables & desks,2575.0,2575.0,True,No,"        Table and 4 chairs,          180x90 cm",52.81395348837209,72.61016949152543,90.0,0,1,0,0,0.0,90.0
BEKANT,Tables & desks,237.0,395.0,True,Yes,"        Screen for desk,          55 cm",52.81395348837209,55.0,83.0,1,1,1,0,158.0,4565.0
LINNMON / ALVARET,Tables & desks,555.0,555.0,True,No,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,0,1,1,0,0.0,5550.0
BEKANT,Tables & desks,6608.0,8180.0,True,Yes,"        Desk with screen,          320x160 120 cm",52.81395348837209,72.61016949152543,160.0,1,1,0,0,1572.0,160.0
ÖVRARYD / JANINGE,Tables & desks,1535.0,1645.0,True,No,"        Table and 4 chairs,          150 cm",52.81395348837209,72.61016949152543,78.0,1,1,0,0,110.0,78.0
LINNMON / GODVIN,Tables & desks,440.0,440.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
BEKANT,Tables & desks,3664.0,4140.0,True,Yes,"        Reception desk sit/stand,          160x80 120 cm",52.81395348837209,72.61016949152543,80.0,1,1,0,0,476.0,80.0
LINNMON / ALEX,Tables & desks,420.0,420.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
INGATORP / INGATORP,Tables & desks,3225.0,3225.0,True,No,"        Table and 4 chairs,          110/155 cm",52.81395348837209,74.0,76.49498997995993,0,0,1,0,0.0,74.0
BEKANT,Tables & desks,545.0,545.0,True,Yes,"        Table top,          120x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
NORRÅKER / RÖNNINGE,Tables & desks,1976.0,2125.0,True,No,"        Table and 4 chairs,          125x74 cm",52.81395348837209,72.61016949152543,74.0,1,1,0,0,149.0,74.0
NORDVIKEN / NORRARYD,Tables & desks,2535.0,2795.0,True,No,"        Table and 4 chairs,          152/223x95 cm",52.81395348837209,72.61016949152543,95.0,1,1,0,0,260.0,95.0
STENSELE,Tables & desks,550.0,550.0,True,No,"        Bar table,          70x70 cm",52.81395348837209,104.0,70.0,0,1,1,0,0.0,7280.0
FLISAT,Tables & desks,349.0,349.0,True,No,"        Children's table,          83x58 cm",52.81395348837209,48.0,58.0,0,1,1,0,0.0,2784.0
SUNDVIK,Tables & desks,995.0,995.0,True,No,        Changing table/chest of drawers,46.0,72.61016949152543,79.0,0,1,0,1,0.0,3634.0
EKEDALEN / EKEDALEN,Tables & desks,1695.0,1695.0,True,No,"        Table and 4 chairs,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
NORBERG / NISSE,Tables & desks,324.0,324.0,True,No,"        Table and 1 chair,          74 cm",60.0,72.61016949152543,74.0,0,1,0,1,0.0,4440.0
LERHAMN,Tables & desks,399.0,399.0,True,No,"        Table,          118x74 cm",52.81395348837209,75.0,74.0,0,1,1,0,0.0,5550.0
EKEDALEN / EKEDALEN,Tables & desks,2345.0,2345.0,True,No,"        Table and 6 chairs,          180/240 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
EKEDALEN,Tables & desks,995.0,995.0,True,No,"        Extendable table,          180/240x90 cm",52.81395348837209,75.0,90.0,0,1,1,0,0.0,6750.0
GULLIVER,Tables & desks,795.0,795.0,True,No,        Changing table,54.0,93.0,82.0,0,1,1,1,0.0,411804.0
EKEDALEN / EKEDALEN,Tables & desks,2345.0,2345.0,True,No,"        Table and 6 chairs,          180/240 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
LANEBERG,Tables & desks,695.0,695.0,True,No,"        Extendable table,          130/190x80 cm",52.81395348837209,75.0,80.0,0,1,1,0,0.0,6000.0
EKEDALEN,Tables & desks,795.0,795.0,True,No,"        Extendable table,          120/180x80 cm",52.81395348837209,75.0,80.0,0,1,1,0,0.0,6000.0
STUVA / FÖLJA,Tables & desks,825.0,825.0,True,No,"        Changing table with 4 drawers,          90x79x102 cm",79.0,102.0,90.0,0,1,1,1,0.0,725220.0
LANEBERG,Tables & desks,695.0,695.0,True,No,"        Extendable table,          130/190x80 cm",52.81395348837209,75.0,80.0,0,1,1,0,0.0,6000.0
IKEA PS 2012 / TEODORES,Tables & desks,1085.0,1085.0,True,No,        Table and 2 chairs,52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
NORDEN / RÅSKOG,Tables & desks,1067.0,1109.0,True,No,"        Table and 2 stools,          89/152 cm",52.81395348837209,72.61016949152543,76.49498997995993,1,0,0,0,42.0,1.0
SVALNÄS,Tables & desks,660.0,660.0,True,No,"        Wall-mounted storage combination,          86x35x176 cm",35.0,176.0,86.0,0,1,1,1,0.0,529760.0
VANGSTA,Tables & desks,495.0,495.0,True,No,"        Extendable table,          120/180x75 cm",52.81395348837209,73.0,75.0,0,1,1,0,0.0,5475.0
TORSBY,Tables & desks,895.0,895.0,True,No,"        Table,          135x85 cm",52.81395348837209,75.0,85.0,0,1,1,0,0.0,6375.0
EKEDALEN,Tables & desks,795.0,795.0,True,No,"        Extendable table,          120/180x80 cm",52.81395348837209,75.0,80.0,0,1,1,0,0.0,6000.0
BEKANT,Tables & desks,2645.0,2645.0,True,Yes,"        Desk sit/stand,          120x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
LINNMON / KRILLE,Tables & desks,385.0,385.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
MÖRBYLÅNGA,Tables & desks,2295.0,2295.0,True,No,"        Table,          140x85 cm",52.81395348837209,75.0,85.0,0,1,1,0,0.0,6375.0
VÄSTANBY,Tables & desks,1315.0,1495.0,True,No,"        Table,          170x78 cm",52.81395348837209,75.0,78.0,1,1,1,0,180.0,5850.0
IDÅSEN,Tables & desks,450.0,450.0,True,No,"        Table top,          120x70 cm",52.81395348837209,72.61016949152543,70.0,0,1,0,0,0.0,70.0
EKEDALEN / EKEDALEN,Tables & desks,1640.0,1640.0,True,No,"        Table with 2 chairs and bench,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
IDÅSEN,Tables & desks,845.0,845.0,True,No,"        Underframe for table top,          146x67x76 cm",52.81395348837209,76.0,67.0,0,1,1,0,0.0,5092.0
EKEDALEN,Tables & desks,995.0,995.0,True,No,"        Extendable table,          180/240x90 cm",52.81395348837209,75.0,90.0,0,1,1,0,0.0,6750.0
MELLTORP / TEODORES,Tables & desks,249.0,349.0,True,No,"        Table and 2 chairs,          75x75 cm",52.81395348837209,72.61016949152543,75.0,1,1,0,0,100.0,75.0
SKARSTA,Tables & desks,1095.0,1095.0,True,Yes,"        Desk sit/stand,          160x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
IKEA PS 2012,Tables & desks,895.0,895.0,True,No,"        Drop-leaf table,          74/106/138x80 cm",52.81395348837209,74.0,80.0,0,1,1,0,0.0,5920.0
GLASHOLM,Tables & desks,345.0,345.0,True,No,"        Table top,          148x73 cm",52.81395348837209,72.61016949152543,73.0,0,1,0,0,0.0,73.0
EKEDALEN / EKEDALEN,Tables & desks,2176.0,2375.0,True,No,"        Bar table and 4 bar stools,          120 cm",52.81395348837209,72.61016949152543,76.49498997995993,1,0,0,0,199.0,1.0
INGATORP / INGOLF,Tables & desks,2725.0,2725.0,True,No,"        Table and 4 chairs,          110/155 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
BEKANT,Tables & desks,1350.0,1350.0,True,Yes,"        Storage unit with smart lock,          61x101 cm",45.0,101.0,61.0,0,1,1,1,0.0,277245.0
GAMLEBY,Tables & desks,1295.0,1295.0,True,No,"        Gateleg table,          67/134/201x78 cm",52.81395348837209,74.0,78.0,0,1,1,0,0.0,5772.0
KLIMPEN,Tables & desks,495.0,495.0,True,No,"        Drawer unit,          33x70 cm",58.0,70.0,33.0,0,1,1,1,0.0,133980.0
GERTON,Tables & desks,775.0,775.0,True,No,"        Table,          155x75 cm",52.81395348837209,73.0,75.0,0,1,1,0,0.0,5475.0
BEKANT,Tables & desks,1044.0,1044.0,True,Yes,"        Storage unit on legs,          41x101 cm",45.0,101.0,41.0,0,1,1,1,0.0,186345.0
IDÅSEN,Tables & desks,600.0,600.0,True,No,"        Table top,          160x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
YPPERLIG / NILSOVE,Tables & desks,2575.0,2575.0,True,No,"        Table and 4 chairs,          200x90 cm",52.81395348837209,72.61016949152543,90.0,0,1,0,0,0.0,90.0
VÄSTANÅ,Tables & desks,595.0,595.0,True,No,        Underframe,52.81395348837209,70.0,72.0,0,1,1,0,0.0,5040.0
MÖRBYLÅNGA / TOSSBERG,Tables & desks,5465.0,5465.0,True,No,"        Table and 6 armchairs,          220x100 cm",52.81395348837209,72.61016949152543,100.0,0,1,0,0,0.0,100.0
STENSELE,Tables & desks,450.0,450.0,True,Yes,"        Table,          70 cm",52.81395348837209,75.0,76.49498997995993,0,0,1,0,0.0,75.0
SVALNÄS,Tables & desks,1830.0,1830.0,True,No,"        Wall-mounted workspace combination,          213x35x176 cm",35.0,176.0,213.0,0,1,1,1,0.0,1312080.0
LISABO,Tables & desks,695.0,695.0,True,No,"        Table,          140x78 cm",52.81395348837209,74.0,78.0,0,1,1,0,0.0,5772.0
STENSELE,Tables & desks,450.0,450.0,True,No,"        Table,          70x70 cm",52.81395348837209,75.0,70.0,0,1,1,0,0.0,5250.0
LINNMON / OLOV,Tables & desks,375.0,375.0,True,Yes,"        Table,          150x75 cm",52.81395348837209,72.61016949152543,75.0,0,1,0,0,0.0,75.0
LINNMON / KRILLE,Tables & desks,265.0,265.0,True,No,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
BEKANT,Tables & desks,2875.0,2875.0,True,Yes,"        Corner desk right sit/stand,          160x110 cm",52.81395348837209,72.61016949152543,110.0,0,1,0,0,0.0,110.0
KLIMPEN,Tables & desks,2585.0,2585.0,True,No,"        Table,          300x75 cm",52.81395348837209,73.0,75.0,0,1,1,0,0.0,5475.0
INGATORP / INGATORP,Tables & desks,2725.0,2725.0,True,No,"        Table and 4 chairs,          155 cm",52.81395348837209,74.0,87.0,0,1,1,0,0.0,6438.0
MÖRBYLÅNGA / VOLFGANG,Tables & desks,4745.0,4745.0,True,No,"        Table and 6 chairs,          220x100 cm",52.81395348837209,74.0,100.0,0,1,1,0,0.0,7400.0
LISABO / ODGER,Tables & desks,1875.0,1875.0,True,No,"        Table and 4 chairs,          140x78 cm",52.81395348837209,74.0,78.0,0,1,1,0,0.0,5772.0
BEKANT,Tables & desks,3304.0,4090.0,True,Yes,"        Desk with screen,          160x160 120 cm",160.0,72.61016949152543,76.49498997995993,1,0,0,1,786.0,160.0
LINNMON / LERBERG,Tables & desks,330.0,330.0,True,Yes,"        Table,          200x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
ÅMLIDEN,Tables & desks,295.0,295.0,True,No,"        Table top,          120x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
SLÄHULT/DALSHULT / LEIFARNE,Tables & desks,1975.0,1975.0,True,No,"        Table and 4 chairs,          185 cm",52.81395348837209,73.0,90.0,0,1,1,0,0.0,6570.0
MÖRBYLÅNGA / LEIFARNE,Tables & desks,3665.0,3665.0,True,No,"        Table and 6 chairs,          220x100 cm",52.81395348837209,74.0,100.0,0,1,1,0,0.0,7400.0
VANGSTA / TEODORES,Tables & desks,845.0,1045.0,True,No,"        Table and 4 chairs,          120/180 cm",52.81395348837209,72.61016949152543,76.49498997995993,1,0,0,0,200.0,1.0
NORRÅKER / NORRÅKER,Tables & desks,1266.0,1385.0,True,No,"        Bar table and 2 bar stools,          74 cm",52.81395348837209,72.61016949152543,76.49498997995993,1,0,0,0,119.0,1.0
MÖRBYLÅNGA / ODGER,Tables & desks,3475.0,3475.0,True,No,"        Table and 4 chairs,          140x85 cm",52.81395348837209,74.0,85.0,0,1,1,0,0.0,6290.0
LINNMON / ALEX,Tables & desks,460.0,460.0,True,Yes,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
EKEDALEN,Tables & desks,795.0,795.0,False,No,"        Extendable table,          80/120x70 cm",52.81395348837209,75.0,70.0,0,1,1,0,0.0,5250.0
BEKANT,Tables & desks,545.0,545.0,True,Yes,"        Table top,          140x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
NORDVIKEN,Tables & desks,1495.0,1495.0,True,Yes,"        Extendable table,          152/223x95 cm",52.81395348837209,75.0,95.0,0,1,1,0,0.0,7125.0
BEKANT,Tables & desks,3249.0,3690.0,True,No,"        Reception desk sit/stand,          160x80 55 cm",52.81395348837209,72.61016949152543,80.0,1,1,0,0,441.0,80.0
MÖRBYLÅNGA / ODGER,Tables & desks,4265.0,4265.0,True,No,"        Table and 6 chairs,          220x100 cm",52.81395348837209,72.61016949152543,100.0,0,1,0,0,0.0,100.0
LINNMON / KRILLE,Tables & desks,475.0,475.0,True,Yes,"        Table,          150x75 cm",52.81395348837209,74.0,75.0,0,1,1,0,0.0,5550.0
SLÄHULT,Tables & desks,420.0,420.0,True,No,"        Table top,          185x90x2 cm",52.81395348837209,72.61016949152543,90.0,0,1,0,0,0.0,90.0
BEKANT,Tables & desks,700.0,700.0,True,Yes,"        Underframe for table top,          120x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
BEKANT,Tables & desks,725.0,725.0,True,Yes,"        Underframe for table top,          140x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
VÄSTANBY,Tables & desks,720.0,900.0,True,No,"        Table top,          170x78x5 cm",52.81395348837209,72.61016949152543,78.0,1,1,0,0,180.0,78.0
BEKANT,Tables & desks,545.0,545.0,True,Yes,"        Right-hand corner table top,          160x110 cm",52.81395348837209,72.61016949152543,110.0,0,1,0,0,0.0,110.0
BEKANT,Tables & desks,2480.0,2480.0,True,Yes,"        Conference table,          140 cm",52.81395348837209,73.0,140.0,0,1,1,0,0.0,10220.0
STENSELE / RÖNNINGE,Tables & desks,1140.0,1140.0,True,No,        Table and 2 chairs,52.81395348837209,72.61016949152543,76.49498997995993,0,0,0,0,0.0,1.0
NORDVIKEN / LEIFARNE,Tables & desks,2275.0,2275.0,True,No,"        Table and 4 chairs,          152/223x95 cm",52.81395348837209,72.61016949152543,95.0,0,1,0,0,0.0,95.0
BEKANT,Tables & desks,1240.0,1240.0,True,Yes,"        Conference table,          140x70 cm",52.81395348837209,73.0,70.0,0,1,1,0,0.0,5110.0
NORDVIKEN / LEIFARNE,Tables & desks,3165.0,3165.0,True,No,"        Table and 6 chairs,          210/289x105 cm",52.81395348837209,72.61016949152543,105.0,0,1,0,0,0.0,105.0
LINNMON / KRILLE,Tables & desks,385.0,385.0,True,Yes,"        Table,          120x60 cm",52.81395348837209,74.0,60.0,0,1,1,0,0.0,4440.0
LINNMON / OLOV,Tables & desks,285.0,285.0,True,Yes,"        Table,          120x60 cm",52.81395348837209,72.61016949152543,60.0,0,1,0,0,0.0,60.0
MÖRBYLÅNGA / BERNHARD,Tables & desks,6965.0,6965.0,True,No,"        Table and 6 chairs,          220x100 cm",52.81395348837209,74.0,100.0,0,1,1,0,0.0,7400.0
MÖCKELBY / NORRARYD,Tables & desks,4055.0,4445.0,True,No,"        Table and 6 chairs,          235x100 cm",52.81395348837209,74.0,100.0,1,1,1,0,390.0,7400.0
MÖCKELBY / HENRIKSDAL,Tables & desks,4265.0,4265.0,True,No,"        Table and 6 chairs,          235x100 cm",52.81395348837209,74.0,100.0,0,1,1,0,0.0,7400.0
BEKANT,Tables & desks,3064.0,3690.0,True,Yes,"        Desk with screen,          160x160 55 cm",52.81395348837209,72.61016949152543,160.0,1,1,0,0,626.0,160.0
BEKANT,Tables & desks,745.0,745.0,True,Yes,"        Frame for half-round table top,          140x70 cm",52.81395348837209,73.0,70.0,0,1,1,0,0.0,5110.0
BEKANT,Tables & desks,2275.0,2275.0,True,Yes,"        Underframe sit/stand f table tp, el,          160x80 cm",52.81395348837209,72.61016949152543,80.0,0,1,0,0,0.0,80.0
VÄSTANBY/VÄSTANÅ / LEIFARNE,Tables & desks,2095.0,2275.0,True,No,"        Table and 4 chairs,          170 cm",52.81395348837209,75.0,78.0,1,1,1,0,180.0,5850.0
RYDEBÄCK/BACKARYD / JANINGE,Tables & desks,1395.0,1450.0,True,No,"        Table and 4 chairs,          150 cm",52.81395348837209,75.0,78.0,1,1,1,0,55.0,5850.0
KLIMPEN,Tables & desks,1515.0,1515.0,True,No,"        Table,          120x60 cm",52.81395348837209,73.0,60.0,0,1,1,0,0.0,4380.0
EKEDALEN / ODGER,Tables & desks,1149.0,1385.0,False,No,"        Table and 2 chairs,          80/120 cm",52.81395348837209,72.61016949152543,76.49498997995993,1,0,0,0,236.0,1.0
